Date,Close/Last,Volume,Open,High,Low
09/21/2021,$269.49,4326076,$271.75,$272.2986,$267.8
09/20/2021,$269.91,7728307,$271.55,$273,$265.68
09/17/2021,$276.34,8117226,$282.18,$282.5,$275.92
09/16/2021,$282.97,3606742,$281.04,$283.69,$280.39
09/15/2021,$282.43,4056783,$284.21,$285.75,$279.5
09/14/2021,$282.24,4216695,$281.844,$283.17,$279.71
09/13/2021,$280.49,4836471,$286.72,$287.19,$277.8
09/10/2021,$284.32,3816588,$288.6,$289,$284.11
09/09/2021,$286.88,4169970,$287.45,$289.37,$285.08
09/08/2021,$285.23,11039280,$296.55,$296.7,$283.33
09/07/2021,$293.26,6789751,$290.41,$293.68,$288.04
09/03/2021,$289.13,5287970,$285.03,$290.38,$284.4
09/02/2021,$285.53,4647112,$288.9,$288.9,$285.25
09/01/2021,$286.75,5568281,$290.1,$290.9,$286.36
08/31/2021,$288.66,8911799,$290.93,$292.65,$284.34
08/30/2021,$288.47,14631050,$279.61,$290.406,$279.08
08/27/2021,$278.33,3916952,$274.03,$278.89,$273.67
08/26/2021,$273.62,3626405,$277.89,$278.68,$273.52
08/25/2021,$277.69,4392583,$279.8157,$279.8296,$276.77
08/24/2021,$279.51,3542641,$278.93,$279.58,$276.5086
08/23/2021,$276.98,5507500,$275.75,$278.29,$273.02
08/20/2021,$272.96,4179531,$269.54,$273.935,$269.54
08/19/2021,$270.58,5119910,$267.19,$272.0099,$266.6033
08/18/2021,$268.84,4830905,$271.01,$272.77,$268.48
08/17/2021,$271.1,7966077,$275.25,$275.545,$269.08
08/16/2021,$278.28,5285791,$273.73,$279.19,$273.56
08/13/2021,$274.91,4097209,$276.17,$276.81,$274.61
08/12/2021,$274.59,4513787,$274.25,$276.805,$273.06
08/11/2021,$276.41,5785928,$277.442,$278.235,$273.13
08/10/2021,$274.37,6264118,$278.94,$280.49,$272.5
08/09/2021,$278.15,3822996,$280.22,$281.1,$277.46
08/06/2021,$279.54,6086327,$280,$282.3699,$276.87
08/05/2021,$280.67,7354195,$277.1,$280.96,$275.82
08/04/2021,$275.5,6616877,$274.0711,$276.0931,$270.67
08/03/2021,$273.5,8323049,$272.06,$274.54,$269.57
08/02/2021,$270.99,10082820,$276.885,$276.885,$270.4302
07/30/2021,$275.53,11693280,$280.245,$280.5,$274.21
07/29/2021,$283.17,18236970,$285.37,$289,$281.6
07/28/2021,$301.98,9184958,$300.74,$302.43,$296.78
07/27/2021,$300.48,6938396,$305.5,$306.34,$294.89
07/26/2021,$306.8,3805925,$309.66,$310.16,$305.23
07/23/2021,$308.53,4231088,$305.76,$309.475,$304.2
07/22/2021,$303.69,3601476,$302.021,$304.57,$301.87
07/21/2021,$301.77,5497140,$296.49,$301.83,$296.2
07/20/2021,$298.07,5424096,$295.515,$300.03,$291.57
07/19/2021,$294.85,5681478,$292.35,$295.0693,$288.81
07/16/2021,$294.63,4268899,$297.23,$298.75,$294.44
07/15/2021,$296.51,4943528,$300.86,$301.18,$294.14
07/14/2021,$300.75,4848213,$303.01,$304.81,$299.3301
07/13/2021,$301.19,7235032,$302.19,$307.82,$298.75
07/12/2021,$302.97,5455983,$302.37,$303.5,$298.56
07/09/2021,$300.21,5543262,$296.41,$300.83,$295
07/08/2021,$295.05,5911952,$292.1,$295.8651,$289.46
07/07/2021,$297.13,6713925,$294.9,$299.3087,$291.91
07/06/2021,$292.64,5043522,$290.035,$294.526,$289.52
07/02/2021,$290.24,4171502,$290.94,$292.4299,$288.92
07/01/2021,$289,5652486,$290.33,$291.9,$285.76
06/30/2021,$291.48,4235983,$291.53,$292.6999,$289.51
06/29/2021,$292.76,4333201,$292.97,$295.18,$291.53
06/28/2021,$293.65,5058605,$290.85,$294.26,$289.78
06/25/2021,$289.6,6616873,$292.6,$292.87,$287.8
06/24/2021,$293.21,7160286,$290.18,$296.01,$289.64
06/23/2021,$288.12,4966741,$285.94,$288.55,$284.78
06/22/2021,$286.75,6049410,$281.7,$287.46,$280.22
06/21/2021,$283.1,7287754,$283.279,$284.305,$276.725
06/18/2021,$283.38,14713400,$275.3,$286.38,$274.86
06/17/2021,$278.11,8071052,$268.5,$279.3718,$268.46
06/16/2021,$268.82,6874616,$271.4502,$275.1603,$265.3099
06/15/2021,$271.89,5371069,$274.73,$274.73,$270.68
06/14/2021,$274.93,5174233,$271.9,$274.97,$270.6
06/11/2021,$271.45,4494584,$268.75,$271.8999,$268.4
06/10/2021,$269.47,6055717,$263.07,$269.65,$261.69
06/09/2021,$263.6,4652997,$265,$268.1994,$263.26
06/08/2021,$263.15,4427016,$261.574,$264.55,$260.565
06/07/2021,$260.6,3979778,$262.48,$262.94,$260.19
06/04/2021,$263.04,4086113,$259.514,$263.46,$259.15
06/03/2021,$257.79,4947147,$258.4,$260.98,$256.15
06/02/2021,$262.17,6801808,$260.48,$264.7799,$259.58
06/01/2021,$259.27,5869632,$261.08,$263.42,$256.52
05/28/2021,$260.02,4281832,$261.07,$263.15,$259.87
05/27/2021,$259.47,7051206,$259.86,$260.64,$256.28
05/26/2021,$261.37,5405262,$259.78,$262.32,$259.16
05/25/2021,$258.65,6048116,$258.5,$260.37,$257.2801
05/24/2021,$257.17,6370095,$254.13,$257.6,$252.43
05/21/2021,$250.69,6842155,$253.801,$255.21,$250.41
05/20/2021,$251.54,8112928,$246.99,$252.93,$245.35
05/19/2021,$244.63,7210456,$235.86,$245.34,$235.11
05/18/2021,$243.21,4726795,$243.5,$247.435,$242.655
05/17/2021,$244.36,5175465,$245.15,$246.24,$240.6
05/14/2021,$246.29,6729725,$244.019,$247.12,$242.27
05/13/2021,$240.8,7274043,$241.92,$245.68,$237.8
05/12/2021,$239.91,8649753,$240.589,$246.5,$238.82
05/11/2021,$248.6,9258171,$235,$250.5553,$233.61
05/10/2021,$243.63,8909232,$252.015,$252.41,$243.45
05/07/2021,$253.36,10170020,$255.92,$258.64,$251.64
05/06/2021,$252.02,17998730,$256,$256.3094,$245.11
05/05/2021,$247.4,9507304,$254.92,$254.92,$246.245
05/04/2021,$250.16,9217267,$255.73,$256.8,$246.6501
05/03/2021,$259.09,7522024,$265.06,$265.8,$256.18
04/30/2021,$262.29,6594463,$265,$266.1499,$261.6
04/29/2021,$267.85,5663677,$273.26,$273.87,$263.53
04/28/2021,$271.09,5530309,$268.758,$275.25,$267.17
04/27/2021,$268.82,4296187,$272.05,$273.82,$268.03
04/26/2021,$271.72,5327779,$266.66,$271.75,$265.92
04/23/2021,$266.03,6299063,$260.97,$267.79,$260.97
04/22/2021,$262.27,5983169,$265.13,$268.16,$259.4
04/21/2021,$264.89,4669053,$261.41,$266,$259.27
04/20/2021,$264.43,6208389,$269.62,$272.58,$262.24
04/19/2021,$267.91,5258204,$267.13,$268.5,$263.9
04/16/2021,$269.87,6061589,$273.16,$274.15,$268.59
04/15/2021,$274,7542765,$271.36,$276.12,$270.16
04/14/2021,$267.21,8507211,$275.84,$277.86,$266.2
04/13/2021,$275.43,7284375,$271.267,$276.87,$271
04/12/2021,$269.03,6681204,$265.39,$270.33,$262.59
04/09/2021,$266.77,6689731,$262.98,$266.94,$261.38
04/08/2021,$264.5,9059072,$260.16,$265,$258.17
04/07/2021,$255.6,7243248,$253.075,$259.22,$251.07
04/06/2021,$253.19,5580356,$251.65,$255,$249.5
04/05/2021,$251.02,5744396,$250.51,$251.76,$245.7
04/01/2021,$247.54,6990135,$248.04,$252.6492,$246.04
03/31/2021,$242.84,7633372,$238.11,$245.23,$237.27
03/30/2021,$236.54,6241995,$236.88,$238.36,$232.6301
03/29/2021,$235.67,7510936,$241.58,$243.2,$233.61
03/26/2021,$241.03,8217621,$233.619,$241.31,$232.3
03/25/2021,$234.24,8846639,$232.63,$235.34,$227.52
03/24/2021,$234.27,6097320,$244.49,$244.97,$233.76
03/23/2021,$243.77,5093181,$245.55,$246.84,$242.25
03/22/2021,$244.385,5790225,$242.03,$246.95,$240.85
03/19/2021,$241.28,10555120,$239.63,$243.15,$237.13
03/18/2021,$238.41,9331202,$246.46,$247.27,$237.8
03/17/2021,$251.47,6340146,$245.84,$254.4611,$242.9
03/16/2021,$249.31,7370425,$253.42,$254.78,$247.55
03/15/2021,$249.98,7065138,$251.418,$252,$246.79
03/12/2021,$250.35,7609684,$249.49,$251.548,$244.3026
03/11/2021,$253.83,9234249,$247.12,$254.92,$246.53
03/10/2021,$242.07,9507992,$249.31,$249.96,$241.27
03/09/2021,$241.76,12071200,$240.98,$244.44,$236.04
03/08/2021,$226.09,13340270,$239,$241.33,$225.65
03/05/2021,$239.05,16830230,$243.12,$243.748,$223.09
03/04/2021,$239.07,18878780,$251.76,$254.8,$232.27
03/03/2021,$255.06,10841760,$265.02,$267.6599,$253.25
03/02/2021,$269.19,8484874,$275.96,$277.5,$268.91
03/01/2021,$273.63,10558510,$268.895,$274.54,$265.72
02/26/2021,$259.85,11915230,$257.45,$261.86,$253.1142
02/25/2021,$253.94,13403260,$262.76,$266,$251.42
02/24/2021,$266.07,10839980,$266.105,$268.6662,$259.1001
02/23/2021,$265,20440280,$259.69,$267.25,$252.56
02/22/2021,$273.85,13132450,$281.42,$285,$273.29
02/19/2021,$286.92,9413810,$292.12,$293.94,$285.46
02/18/2021,$290.81,9715481,$291.13,$292.97,$285.03
02/17/2021,$297.2,9879846,$297.63,$301.5,$290.56
02/16/2021,$304.79,13597700,$306.4,$309.14,$298.18
02/12/2021,$298.37,11882180,$292.64,$299.34,$289.32
02/11/2021,$285.03,21371110,$287.33,$302.1,$281.6
02/10/2021,$283.18,9364487,$285.1,$286.08,$278.401
02/09/2021,$284.2,8696995,$280.38,$286.89,$276.51
02/08/2021,$282.17,10084300,$276.88,$282.6989,$274.6235
02/05/2021,$269.44,7978598,$268.61,$270,$264.71
02/04/2021,$270.43,23840860,$265.34,$274.94,$260.85
02/03/2021,$251.9,13545700,$253.96,$254.315,$247.39
02/02/2021,$249.1,7082835,$243.61,$250.19,$240.53
02/01/2021,$241.85,7788173,$238.37,$244.14,$235.4
01/29/2021,$234.31,9805849,$238.65,$240.87,$232.66
01/28/2021,$237.79,8295538,$235,$241.555,$232.21
01/27/2021,$229.94,11787020,$234.7,$235.4,$225
01/26/2021,$241,7882985,$246.9,$248.76,$240.03
01/25/2021,$247.75,8499384,$253.8,$254.39,$242.22
01/22/2021,$252,7800506,$246.65,$254.39,$246.2
01/21/2021,$248.64,10336550,$246.67,$250.37,$243.58
01/20/2021,$244.26,5803248,$248.85,$249.65,$244.14
01/19/2021,$247.25,7436752,$243.3,$248.74,$241
01/15/2021,$239.79,8373333,$242.25,$244.5632,$235.0341
01/14/2021,$242.06,6976718,$246.87,$249.85,$241.54
01/13/2021,$244.9,7354936,$236.57,$247.44,$236.54
01/12/2021,$237.64,4145557,$237.62,$238.8,$233.83
01/11/2021,$237.5,5073071,$238.04,$240.84,$234.09
01/08/2021,$242.46,6767739,$237.43,$242.91,$236.0687
01/07/2021,$235.04,7107892,$229.46,$235.6,$229.22
01/06/2021,$226.83,9211701,$228.94,$232.49,$225.7021
01/05/2021,$234.91,5047831,$230.47,$235.64,$229.8
01/04/2021,$231.92,8148695,$237.8,$237.9969,$227.5348
12/31/2020,$234.2,5002663,$232,$234.69,$229.69
12/30/2020,$231.51,6017643,$232.19,$233.84,$230.02
12/29/2020,$231.03,8316075,$236,$236.25,$229.68
12/28/2020,$235.73,7079520,$243.5,$243.5,$235.25
12/24/2020,$238.64,3053752,$240.36,$242.12,$238.09
12/23/2020,$239.44,6421336,$243.6,$244.25,$238.33
12/22/2020,$243.49,6340935,$240.165,$243.68,$238.09
12/21/2020,$237.72,8156045,$232.62,$239.7514,$232.2013
12/18/2020,$236.45,11534720,$236.66,$237.17,$232.28
12/17/2020,$235.51,8914060,$234.51,$238.1,$232.4
12/16/2020,$230.2,10110030,$224.8,$231.15,$224.61
12/15/2020,$221.6,6508117,$221.93,$222.31,$217.12
12/14/2020,$220.79,9759424,$215.95,$223.16,$215
12/11/2020,$214.06,4283354,$213.39,$215,$210.4203
12/10/2020,$215.34,6556822,$208.36,$216.23,$206.65
12/09/2020,$210.8,7807532,$217,$218.94,$209.25
12/08/2020,$216.94,5419592,$216.325,$218.72,$215.57
12/07/2020,$217.93,5363365,$217.39,$219.32,$216.31
12/04/2020,$217.77,6214640,$214.88,$218.553,$213.01
12/03/2020,$214.54,7645193,$213.33,$216.93,$213.11
12/02/2020,$212.56,7537366,$215.6,$215.75,$210.5
12/01/2020,$216.54,10146960,$217.15,$220.57,$214.3401
11/30/2020,$214.12,12976150,$212.51,$215.83,$207.09
11/27/2020,$211.39,5363151,$213.2,$213.84,$208.62
11/25/2020,$214.46,13817470,$206.29,$216.07,$206.23
11/24/2020,$206,14781560,$204,$207.0791,$198.86
11/23/2020,$200.82,12019990,$194.53,$202.16,$193.92
11/20/2020,$192.67,11518660,$192.47,$194.73,$190.96
11/19/2020,$190.9,9391530,$190.82,$192.75,$189.57
11/18/2020,$190.12,8095357,$192.59,$192.95,$189.54
11/17/2020,$192.3,6448805,$192.13,$194.63,$190.63
11/16/2020,$191.94,10127760,$185.19,$192.38,$183.54
11/13/2020,$188.62,6020699,$191.1069,$191.7299,$186.85
11/12/2020,$189.1,7103620,$193.95,$194.9,$188.43
11/11/2020,$192.34,9151685,$187.498,$193.1,$186.4
11/10/2020,$183.36,13144320,$184.98,$186.71,$178.6
11/09/2020,$184.72,18986390,$195.74,$196.07,$184.44
11/06/2020,$202.73,8075064,$204.6,$204.92,$198.55
11/05/2020,$204.56,15188530,$202.3,$204.92,$199.37
11/04/2020,$194.29,16106950,$186.76,$195,$184.1102
11/03/2020,$179.81,31655970,$177.94,$188.75,$174.81
11/02/2020,$187.76,14386020,$189.01,$192.705,$185.05
10/30/2020,$186.13,12041240,$193.29,$195.33,$182.92
10/29/2020,$195.04,7627102,$194.08,$197.59,$192.31
10/28/2020,$192.31,8050042,$196.96,$198.39,$191.5
10/27/2020,$200.43,4754359,$198.79,$201.32,$197.72
10/26/2020,$197.22,7715998,$200.66,$203.89,$195.05
10/23/2020,$203.04,6644745,$206.24,$206.24,$201.21
10/22/2020,$203.93,12398290,$211.9,$212.34,$202.1403
10/21/2020,$213.07,17247190,$208.3,$215.83,$206.02
10/20/2020,$201.96,4867725,$201.14,$205.47,$200.31
10/19/2020,$200.06,6566682,$205.52,$207.23,$199.1
10/16/2020,$204.45,9663990,$204.44,$207.47,$202.22
10/15/2020,$203.14,7630531,$199.99,$203.48,$198.128
10/14/2020,$203.6,8591824,$208.204,$208.948,$200.5
10/13/2020,$207.74,8145300,$202.44,$209.02,$200.11
10/12/2020,$201.51,10603250,$199.87,$204.08,$196.6323
10/09/2020,$197.27,7082372,$194.36,$197.35,$192.6
10/08/2020,$193.06,5582626,$196.75,$196.87,$192.67
10/07/2020,$194.61,4228748,$193.91,$195.71,$193.33
10/06/2020,$191.66,5921767,$196.13,$197.37,$190.88
10/05/2020,$196.85,5024054,$193.55,$196.91,$192.16
10/02/2020,$191.91,6546430,$192.73,$196.21,$189.25
10/01/2020,$196.94,7268872,$199.26,$201.27,$196.2205
09/30/2020,$197.03,7939637,$194.06,$198.72,$193.311
09/29/2020,$194.5,6766102,$192.64,$195.78,$191.11
09/28/2020,$192.02,7590637,$191,$192.47,$188.09
09/25/2020,$187.25,7606454,$182.4,$187.92,$180.13
09/24/2020,$182.19,7374516,$180.17,$184.9,$179.6
09/23/2020,$181.61,6782378,$188.39,$188.47,$181.1
09/22/2020,$187.78,8939288,$186.79,$188.06,$182.185
09/21/2020,$183.21,13765630,$174.84,$183.45,$174.08
09/18/2020,$176.07,13557240,$176.7,$178.25,$171.63
09/17/2020,$175.79,11840100,$176.63,$178.74,$173.79
09/16/2020,$180.91,8174799,$187.095,$189.34,$180.67
09/15/2020,$186.02,7763369,$190.05,$190.45,$184.18
09/14/2020,$186.96,7053058,$186,$188.6,$184.38
09/11/2020,$184,8110351,$191.462,$192.1,$180.93
09/10/2020,$190.09,6580655,$196.09,$198.22,$187.84
09/09/2020,$194.6,8541960,$191,$195.75,$187.3
09/08/2020,$185.95,9282378,$184.7,$191.75,$184.7
09/04/2020,$191.84,17034110,$200.985,$201.84,$182.85
09/03/2020,$204.99,16006890,$205.69,$206.59,$194.95
09/02/2020,$210.82,7219494,$211.622,$212.45,$204.6
09/01/2020,$208.93,6237911,$205.59,$209.8799,$205.145
08/31/2020,$204.14,5628727,$203.7,$205.2523,$202.2984
08/28/2020,$204.48,4581319,$205.4159,$205.4159,$202.42
08/27/2020,$204.34,6051898,$206.81,$207,$202.3
08/26/2020,$203.48,6072171,$202.53,$205.35,$200.25
